vrai_code;Pays;Lib;ExioCode;PaysLib;D01T02;D03;D05T06;D07T08;D09;D10T12;D13T15;D16;D17T18;D19;D20;D21;D22;D23;D24;D25;D26;D27;D28;D29;D30;D31T33;D35;D36T39;D41T43;D45T47;D49;D50;D51;D52;D53;D55T56;D58T60;D61;D62T63;D64T66;D68;D69T75;D77T82;D84;D85;D86T88;D90T93;D94T96;D97T98
i01.a;AT;Cultivation of paddy rice;i01.a;AT.Cultivation of paddy rice;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.b;AT;Cultivation of wheat;i01.b;AT.Cultivation of wheat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.c;AT;Cultivation of cereal grains nec;i01.c;AT.Cultivation of cereal grains nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.d;AT;Cultivation of vegetables, fruit, nuts;i01.d;AT.Cultivation of vegetables, fruit, nuts;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.e;AT;Cultivation of oil seeds;i01.e;AT.Cultivation of oil seeds;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.f;AT;Cultivation of sugar cane, sugar beet;i01.f;AT.Cultivation of sugar cane, sugar beet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.g;AT;Cultivation of plant-based fibers;i01.g;AT.Cultivation of plant-based fibers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.h;AT;Cultivation of crops nec;i01.h;AT.Cultivation of crops nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.i;AT;Cattle farming;i01.i;AT.Cattle farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.j;AT;Pigs farming;i01.j;AT.Pigs farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.k;AT;Poultry farming;i01.k;AT.Poultry farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.l;AT;Meat animals nec;i01.l;AT.Meat animals nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.m;AT;Animal products nec;i01.m;AT.Animal products nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.n;AT;Raw milk;i01.n;AT.Raw milk;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.o;AT;Wool, silk-worm cocoons;i01.o;AT.Wool, silk-worm cocoons;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.w.1;AT;Manure treatment (conventional), storage and land application;i01.w.1;AT.Manure treatment (conventional), storage and land application;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.w.2;AT;Manure treatment (biogas), storage and land application;i01.w.2;AT.Manure treatment (biogas), storage and land application;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i02;AT;Forestry, logging and related service activities (02);i02;AT.Forestry, logging and related service activities (02);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i05;AT;"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)";i05;"AT.Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i10;AT;"Mining of coal and lignite; extraction of peat (10)";i10;"AT.Mining of coal and lignite; extraction of peat (10)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.a;AT;Extraction of crude petroleum and services related to crude oil extraction, excluding surveying;i11.a;AT.Extraction of crude petroleum and services related to crude oil extraction, excluding surveying;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.b;AT;Extraction of natural gas and services related to natural gas extraction, excluding surveying;i11.b;AT.Extraction of natural gas and services related to natural gas extraction, excluding surveying;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.c;AT;Extraction, liquefaction, and regasification of other petroleum and gaseous materials;i11.c;AT.Extraction, liquefaction, and regasification of other petroleum and gaseous materials;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i12;AT;Mining of uranium and thorium ores (12);i12;AT.Mining of uranium and thorium ores (12);0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.1;AT;Mining of iron ores;i13.1;AT.Mining of iron ores;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.11;AT;Mining of copper ores and concentrates;i13.20.11;AT.Mining of copper ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.12;AT;Mining of nickel ores and concentrates;i13.20.12;AT.Mining of nickel ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.13;AT;Mining of aluminium ores and concentrates;i13.20.13;AT.Mining of aluminium ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.14;AT;Mining of precious metal ores and concentrates;i13.20.14;AT.Mining of precious metal ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.15;AT;Mining of lead, zinc and tin ores and concentrates;i13.20.15;AT.Mining of lead, zinc and tin ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.16;AT;Mining of other non-ferrous metal ores and concentrates;i13.20.16;AT.Mining of other non-ferrous metal ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.1;AT;Quarrying of stone;i14.1;AT.Quarrying of stone;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.2;AT;Quarrying of sand and clay;i14.2;AT.Quarrying of sand and clay;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.3;AT;Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.;i14.3;AT.Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.a;AT;Processing of meat cattle;i15.a;AT.Processing of meat cattle;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.b;AT;Processing of meat pigs;i15.b;AT.Processing of meat pigs;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.c;AT;Processing of meat poultry;i15.c;AT.Processing of meat poultry;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.d;AT;Production of meat products nec;i15.d;AT.Production of meat products nec;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.e;AT;Processing vegetable oils and fats;i15.e;AT.Processing vegetable oils and fats;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.f;AT;Processing of dairy products;i15.f;AT.Processing of dairy products;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.g;AT;Processed rice;i15.g;AT.Processed rice;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.h;AT;Sugar refining;i15.h;AT.Sugar refining;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.i;AT;Processing of Food products nec;i15.i;AT.Processing of Food products nec;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.j;AT;Manufacture of beverages;i15.j;AT.Manufacture of beverages;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i15.k;AT;Manufacture of fish products;i15.k;AT.Manufacture of fish products;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i16;AT;Manufacture of tobacco products (16);i16;AT.Manufacture of tobacco products (16);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i17;AT;Manufacture of textiles (17);i17;AT.Manufacture of textiles (17);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i18;AT;"Manufacture of wearing apparel; dressing and dyeing of fur (18)";i18;"AT.Manufacture of wearing apparel; dressing and dyeing of fur (18)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i19;AT;"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)";i19;"AT.Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i20;AT;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)";i20;"AT.Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i20.w;AT;Re-processing of secondary wood material into new wood material;i20.w;AT.Re-processing of secondary wood material into new wood material;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i21.1;AT;Pulp;i21.1;AT.Pulp;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i21.w.1;AT;Re-processing of secondary paper into new pulp;i21.w.1;AT.Re-processing of secondary paper into new pulp;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i21.2;AT;Paper;i21.2;AT.Paper;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i22;AT;Publishing, printing and reproduction of recorded media (22);i22;AT.Publishing, printing and reproduction of recorded media (22);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
i23.1;AT;Manufacture of coke oven products;i23.1;AT.Manufacture of coke oven products;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i23.2;AT;Petroleum Refinery;i23.2;AT.Petroleum Refinery;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i23.3;AT;Processing of nuclear fuel;i23.3;AT.Processing of nuclear fuel;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i24.a;AT;Plastics, basic;i24.1;AT.Plastics, basic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i24.a.w;AT;Re-processing of secondary plastic into new plastic;i24.1.w;AT.Re-processing of secondary plastic into new plastic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i24.b;AT;N-fertiliser;i24.2;AT.N-fertiliser;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i24.c;AT;P- and other fertiliser;i24.3;AT.P- and other fertiliser;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i24.d;AT;Chemicals nec;i24.4;AT.Chemicals nec;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i25;AT;Manufacture of rubber and plastic products (25);i25;AT.Manufacture of rubber and plastic products (25);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.a;AT;Manufacture of glass and glass products;i26.a;AT.Manufacture of glass and glass products;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.a.w;AT;Re-processing of secondary glass into new glass;i26.a.w;AT.Re-processing of secondary glass into new glass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.b;AT;Manufacture of ceramic goods;i26.b;AT.Manufacture of ceramic goods;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.c;AT;Manufacture of bricks, tiles and construction products, in baked clay;i26.c;AT.Manufacture of bricks, tiles and construction products, in baked clay;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.d;AT;Manufacture of cement, lime and plaster;i26.d;AT.Manufacture of cement, lime and plaster;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.d.w;AT;Re-processing of ash into clinker;i26.d.w;AT.Re-processing of ash into clinker;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i26.e;AT;Manufacture of other non-metallic mineral products n.e.c.;i26.e;AT.Manufacture of other non-metallic mineral products n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.a;AT;Manufacture of basic iron and steel and of ferro-alloys and first products thereof;i27.a;AT.Manufacture of basic iron and steel and of ferro-alloys and first products thereof;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.a.w;AT;Re-processing of secondary steel into new steel;i27.a.w;AT.Re-processing of secondary steel into new steel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.41;AT;Precious metals production;i27.41;AT.Precious metals production;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.41.w;AT;Re-processing of secondary preciuos metals into new preciuos metals;i27.41.w;AT.Re-processing of secondary preciuos metals into new preciuos metals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.42;AT;Aluminium production;i27.42;AT.Aluminium production;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.42.w;AT;Re-processing of secondary aluminium into new aluminium;i27.42.w;AT.Re-processing of secondary aluminium into new aluminium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.43;AT;Lead, zinc and tin production;i27.43;AT.Lead, zinc and tin production;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.43.w;AT;Re-processing of secondary lead into new lead, zinc and tin;i27.43.w;AT.Re-processing of secondary lead into new lead, zinc and tin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.44;AT;Copper production;i27.44;AT.Copper production;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.44.w;AT;Re-processing of secondary copper into new copper;i27.44.w;AT.Re-processing of secondary copper into new copper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.45;AT;Other non-ferrous metal production;i27.45;AT.Other non-ferrous metal production;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.45.w;AT;Re-processing of secondary other non-ferrous metals into new other non-ferrous metals;i27.45.w;AT.Re-processing of secondary other non-ferrous metals into new other non-ferrous metals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i27.5;AT;Casting of metals;i27.5;AT.Casting of metals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i28;AT;Manufacture of fabricated metal products, except machinery and equipment (28);i28;AT.Manufacture of fabricated metal products, except machinery and equipment (28);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i29;AT;Manufacture of machinery and equipment n.e.c. (29);i29;AT.Manufacture of machinery and equipment n.e.c. (29);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i30;AT;Manufacture of office machinery and computers (30);i30;AT.Manufacture of office machinery and computers (30);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i31;AT;Manufacture of electrical machinery and apparatus n.e.c. (31);i31;AT.Manufacture of electrical machinery and apparatus n.e.c. (31);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i32;AT;Manufacture of radio, television and communication equipment and apparatus (32);i32;AT.Manufacture of radio, television and communication equipment and apparatus (32);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i33;AT;Manufacture of medical, precision and optical instruments, watches and clocks (33);i33;AT.Manufacture of medical, precision and optical instruments, watches and clocks (33);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i34;AT;Manufacture of motor vehicles, trailers and semi-trailers (34);i34;AT.Manufacture of motor vehicles, trailers and semi-trailers (34);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i35;AT;Manufacture of other transport equipment (35);i35;AT.Manufacture of other transport equipment (35);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i36;AT;"Manufacture of furniture; manufacturing n.e.c. (36)";i36;"AT.Manufacture of furniture; manufacturing n.e.c. (36)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i37;AT;Recycling of waste and scrap;i37;AT.Recycling of waste and scrap;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i37.w.1;AT;Recycling of bottles by direct reuse;i37.w.1;AT.Recycling of bottles by direct reuse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.a;AT;Production of electricity by coal;i40.11.a;AT.Production of electricity by coal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.b;AT;Production of electricity by gas;i40.11.b;AT.Production of electricity by gas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.c;AT;Production of electricity by nuclear;i40.11.c;AT.Production of electricity by nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.d;AT;Production of electricity by hydro;i40.11.d;AT.Production of electricity by hydro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.e;AT;Production of electricity by wind;i40.11.e;AT.Production of electricity by wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
