vrai_code;Pays;Lib;ExioCode;PaysLib;D01T02;D03;D05T06;D07T08;D09;D10T12;D13T15;D16;D17T18;D19;D20;D21;D22;D23;D24;D25;D26;D27;D28;D29;D30;D31T33;D35;D36T39;D41T43;D45T47;D49;D50;D51;D52;D53;D55T56;D58T60;D61;D62T63;D64T66;D68;D69T75;D77T82;D84;D85;D86T88;D90T93;D94T96;D97T98
i40.11.b;SK;Production of electricity by gas;i40.11.b;SK.Production of electricity by gas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.c;SK;Production of electricity by nuclear;i40.11.c;SK.Production of electricity by nuclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.d;SK;Production of electricity by hydro;i40.11.d;SK.Production of electricity by hydro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.e;SK;Production of electricity by wind;i40.11.e;SK.Production of electricity by wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.f;SK;Production of electricity by petroleum and other oil derivatives;i40.11.f;SK.Production of electricity by petroleum and other oil derivatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.g;SK;Production of electricity by biomass and waste;i40.11.g;SK.Production of electricity by biomass and waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.h;SK;Production of electricity by solar photovoltaic;i40.11.h;SK.Production of electricity by solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.i;SK;Production of electricity by solar thermal;i40.11.i;SK.Production of electricity by solar thermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.j;SK;Production of electricity by tide, wave, ocean;i40.11.j;SK.Production of electricity by tide, wave, ocean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.k;SK;Production of electricity by Geothermal;i40.11.k;SK.Production of electricity by Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.11.l;SK;Production of electricity nec;i40.11.l;SK.Production of electricity nec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.12;SK;Transmission of electricity;i40.12;SK.Transmission of electricity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.13;SK;Distribution and trade of electricity;i40.13;SK.Distribution and trade of electricity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.2;SK;"Manufacture of gas; distribution of gaseous fuels through mains";i40.2;"SK.Manufacture of gas; distribution of gaseous fuels through mains";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i40.3;SK;Steam and hot water supply;i40.3;SK.Steam and hot water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i41;SK;Collection, purification and distribution of water (41);i41;SK.Collection, purification and distribution of water (41);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i45;SK;Construction (45);i45;SK.Construction (45);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i45.w;SK;Re-processing of secondary construction material into aggregates;i45.w;SK.Re-processing of secondary construction material into aggregates;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i50.a;SK;Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries;i50.a;SK.Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i50.b;SK;Retail sale of automotive fuel;i50.b;SK.Retail sale of automotive fuel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i51;SK;Wholesale trade and commission trade, except of motor vehicles and motorcycles (51);i51;SK.Wholesale trade and commission trade, except of motor vehicles and motorcycles (51);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i52;SK;"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)";i52;"SK.Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i55;SK;Hotels and restaurants (55);i55;SK.Hotels and restaurants (55);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
i60.1;SK;Transport via railways;i60.1;SK.Transport via railways;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i60.2;SK;Other land transport;i60.2;SK.Other land transport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i60.3;SK;Transport via pipelines;i60.3;SK.Transport via pipelines;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i61.1;SK;Sea and coastal water transport;i61.1;SK.Sea and coastal water transport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i61.2;SK;Inland water transport;i61.2;SK.Inland water transport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i62;SK;Air transport (62);i62;SK.Air transport (62);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i63;SK;"Supporting and auxiliary transport activities; activities of travel agencies (63)";i63;"SK.Supporting and auxiliary transport activities; activities of travel agencies (63)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
i64;SK;Post and telecommunications (64);i64;SK.Post and telecommunications (64);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
i65;SK;Financial intermediation, except insurance and pension funding (65);i65;SK.Financial intermediation, except insurance and pension funding (65);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
i66;SK;Insurance and pension funding, except compulsory social security (66);i66;SK.Insurance and pension funding, except compulsory social security (66);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
i67;SK;Activities auxiliary to financial intermediation (67);i67;SK.Activities auxiliary to financial intermediation (67);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
i70;SK;Real estate activities (70);i70;SK.Real estate activities (70);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
i71;SK;Renting of machinery and equipment without operator and of personal and household goods (71);i71;SK.Renting of machinery and equipment without operator and of personal and household goods (71);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
i72;SK;Computer and related activities (72);i72;SK.Computer and related activities (72);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
i73;SK;Research and development (73);i73;SK.Research and development (73);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
i74;SK;Other business activities (74);i74;SK.Other business activities (74);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
i75;SK;"Public administration and defence; compulsory social security (75)";i75;"SK.Public administration and defence; compulsory social security (75)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
i80;SK;Education (80);i80;SK.Education (80);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
i85;SK;Health and social work (85);i85;SK.Health and social work (85);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
i90.1.a;SK;Incineration of waste: Food;i90.1.a;SK.Incineration of waste: Food;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.b;SK;Incineration of waste: Paper;i90.1.b;SK.Incineration of waste: Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.c;SK;Incineration of waste: Plastic;i90.1.c;SK.Incineration of waste: Plastic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.d;SK;Incineration of waste: Metals and Inert materials;i90.1.d;SK.Incineration of waste: Metals and Inert materials;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.e;SK;Incineration of waste: Textiles;i90.1.e;SK.Incineration of waste: Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.f;SK;Incineration of waste: Wood;i90.1.f;SK.Incineration of waste: Wood;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.1.g;SK;Incineration of waste: Oil/Hazardous waste;i90.1.g;SK.Incineration of waste: Oil/Hazardous waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.2.a;SK;Biogasification of food waste, incl. land application;i90.2.a;SK.Biogasification of food waste, incl. land application;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.2.b;SK;Biogasification of paper, incl. land application;i90.2.b;SK.Biogasification of paper, incl. land application;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.2.c;SK;Biogasification of sewage slugde, incl. land application;i90.2.c;SK.Biogasification of sewage slugde, incl. land application;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.3.a;SK;Composting of food waste, incl. land application;i90.3.a;SK.Composting of food waste, incl. land application;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.3.b;SK;Composting of paper and wood, incl. land application;i90.3.b;SK.Composting of paper and wood, incl. land application;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.4.a;SK;Waste water treatment, food;i90.4.a;SK.Waste water treatment, food;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.4.b;SK;Waste water treatment, other;i90.4.b;SK.Waste water treatment, other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.a;SK;Landfill of waste: Food;i90.5.a;SK.Landfill of waste: Food;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.b;SK;Landfill of waste: Paper;i90.5.b;SK.Landfill of waste: Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.c;SK;Landfill of waste: Plastic;i90.5.c;SK.Landfill of waste: Plastic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.d;SK;Landfill of waste: Inert/metal/hazardous;i90.5.d;SK.Landfill of waste: Inert/metal/hazardous;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.e;SK;Landfill of waste: Textiles;i90.5.e;SK.Landfill of waste: Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i90.5.f;SK;Landfill of waste: Wood;i90.5.f;SK.Landfill of waste: Wood;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i91;SK;Activities of membership organisation n.e.c. (91);i91;SK.Activities of membership organisation n.e.c. (91);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i92;SK;Recreational, cultural and sporting activities (92);i92;SK.Recreational, cultural and sporting activities (92);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
i93;SK;Other service activities (93);i93;SK.Other service activities (93);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
i95;SK;Private households with employed persons (95);i95;SK.Private households with employed persons (95);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
i99;SK;Extra-territorial organizations and bodies;i99;SK.Extra-territorial organizations and bodies;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
i01.a;GB;Cultivation of paddy rice;i01.a;GB.Cultivation of paddy rice;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.b;GB;Cultivation of wheat;i01.b;GB.Cultivation of wheat;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.c;GB;Cultivation of cereal grains nec;i01.c;GB.Cultivation of cereal grains nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.d;GB;Cultivation of vegetables, fruit, nuts;i01.d;GB.Cultivation of vegetables, fruit, nuts;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.e;GB;Cultivation of oil seeds;i01.e;GB.Cultivation of oil seeds;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.f;GB;Cultivation of sugar cane, sugar beet;i01.f;GB.Cultivation of sugar cane, sugar beet;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.g;GB;Cultivation of plant-based fibers;i01.g;GB.Cultivation of plant-based fibers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.h;GB;Cultivation of crops nec;i01.h;GB.Cultivation of crops nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.i;GB;Cattle farming;i01.i;GB.Cattle farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.j;GB;Pigs farming;i01.j;GB.Pigs farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.k;GB;Poultry farming;i01.k;GB.Poultry farming;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.l;GB;Meat animals nec;i01.l;GB.Meat animals nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.m;GB;Animal products nec;i01.m;GB.Animal products nec;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.n;GB;Raw milk;i01.n;GB.Raw milk;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.o;GB;Wool, silk-worm cocoons;i01.o;GB.Wool, silk-worm cocoons;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.w.1;GB;Manure treatment (conventional), storage and land application;i01.w.1;GB.Manure treatment (conventional), storage and land application;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i01.w.2;GB;Manure treatment (biogas), storage and land application;i01.w.2;GB.Manure treatment (biogas), storage and land application;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i02;GB;Forestry, logging and related service activities (02);i02;GB.Forestry, logging and related service activities (02);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i05;GB;"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)";i05;"GB.Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i10;GB;"Mining of coal and lignite; extraction of peat (10)";i10;"GB.Mining of coal and lignite; extraction of peat (10)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.a;GB;Extraction of crude petroleum and services related to crude oil extraction, excluding surveying;i11.a;GB.Extraction of crude petroleum and services related to crude oil extraction, excluding surveying;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.b;GB;Extraction of natural gas and services related to natural gas extraction, excluding surveying;i11.b;GB.Extraction of natural gas and services related to natural gas extraction, excluding surveying;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i11.c;GB;Extraction, liquefaction, and regasification of other petroleum and gaseous materials;i11.c;GB.Extraction, liquefaction, and regasification of other petroleum and gaseous materials;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i12;GB;Mining of uranium and thorium ores (12);i12;GB.Mining of uranium and thorium ores (12);0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.1;GB;Mining of iron ores;i13.1;GB.Mining of iron ores;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.11;GB;Mining of copper ores and concentrates;i13.20.11;GB.Mining of copper ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.12;GB;Mining of nickel ores and concentrates;i13.20.12;GB.Mining of nickel ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.13;GB;Mining of aluminium ores and concentrates;i13.20.13;GB.Mining of aluminium ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.14;GB;Mining of precious metal ores and concentrates;i13.20.14;GB.Mining of precious metal ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.15;GB;Mining of lead, zinc and tin ores and concentrates;i13.20.15;GB.Mining of lead, zinc and tin ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i13.20.16;GB;Mining of other non-ferrous metal ores and concentrates;i13.20.16;GB.Mining of other non-ferrous metal ores and concentrates;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.1;GB;Quarrying of stone;i14.1;GB.Quarrying of stone;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.2;GB;Quarrying of sand and clay;i14.2;GB.Quarrying of sand and clay;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i14.3;GB;Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.;i14.3;GB.Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
